wals code,glottocode,name,latitude,longitude,macroarea,genus,family,sample 100,sample 200
hrr,hara1271,Harari,9.25,42.1666666667,Africa,Semitic,Afro-Asiatic,False,False
yes,yess1239,Yessan-Mayo,-4.1666666667,142.583333333,Papunesia,Tama Sepik,Sepik,False,False
tab,east2440,Taba,0,127.5,Papunesia,South Halmahera - West New Guinea,Austronesian,False,True
mgl,ming1252,Mingrelian,42.5,42,Eurasia,Kartvelian,Kartvelian,False,False
pkm,poqo1254,Pokomchí,15.4166666667,-90.5,North America,Mayan,Mayan,False,False
slp,sele1250,Selepet,-6.1666666667,147.166666667,Papunesia,Finisterre-Huon,Trans-New Guinea,False,False
ddf,darf1239,Daju (Dar Fur),12.25,25.25,Africa,Daju,Eastern Sudanic,False,False
trd,tora1261,Toraja,-3,119.75,Papunesia,South Sulawesi,Austronesian,False,False
kil,luba1250,Kiluba,-8,26,Africa,Bantoid,Niger-Congo,False,False
gll,gale1259,Galela,2.4166666667,128.333333333,Papunesia,North Halmaheran,West Papuan,False,False
cze,czec1258,Czech,50,15,Eurasia,Slavic,Indo-European,False,False
pot,pota1247,Potawatomi,44.5,-85,North America,Algonquian,Algic,False,False
wya,wyan1247,Wyandot,44.3333333333,-77.5,North America,Northern Iroquoian,Iroquoian,False,False
psh,cent1973,Pashto,33,67,Eurasia,Iranian,Indo-European,False,False
mcn,macu1260,Macuna,-0.3333333333,-70.1666666667,South America,Tucanoan,Tucanoan,False,False
kuv,kuvi1243,Kuvi,18.75,82.6666666667,Eurasia,South-Central Dravidian,Dravidian,False,False
raw,rawa1265,Rawang,27.5,97.5,Eurasia,Nungish,Sino-Tibetan,False,False
ngb,ngba1285,Ngbaka (Minagende),3.5,20,Africa,Gbaya-Manza-Ngbaka,Niger-Congo,False,False
ttb,tata1255,Tatar (Baraba),55.3333333333,78.3333333333,Eurasia,Turkic,Altaic,False,False
tmi,tata1255,Tatar (Mishar),55.5,49,Eurasia,Turkic,Altaic,False,False
tvo,tata1255,Tatar,56,49.5,Eurasia,Turkic,Altaic,False,False
lao,laoo1244,Lao,18,103,Eurasia,Kam-Tai,Tai-Kadai,False,False
ute,utes1238,Ute,39,-109,North America,Numic,Uto-Aztecan,False,False
put,utes1238,Paiute (Southern),37.8333333333,-113.333333333,North America,Numic,Uto-Aztecan,False,False
lma,loma1260,Loma,8,-9.5,Africa,Western Mande,Mande,False,False
trg,tewa1260,Tewa (Rio Grande),36.25,-106.166666667,North America,Kiowa-Tanoan,Kiowa-Tanoan,False,False
tsj,tewa1260,Tewa (San Juan Pueblo),36.0833333333,-106.083333333,North America,Kiowa-Tanoan,Kiowa-Tanoan,False,False
tew,tewa1260,Tewa (Arizona),35.8333333333,-110.416666667,North America,Kiowa-Tanoan,Kiowa-Tanoan,False,False
vat,lako1244,Vata,5.8333333333,-5.4166666667,Africa,Kru,Niger-Congo,False,False
def,defa1248,Defaka,4.5833333333,7.5,Africa,Ijoid,Ijoid,False,False
mcv,moco1246,Mocoví,-28,-60.5,South America,South Guaicuruan,Guaicuruan,False,False
sel,onaa1245,Selknam,-53,-70,South America,Chon Proper,Chon,False,True
pam,cent2145,Pame,22,-99.5,North America,Pamean,Oto-Manguean,False,False
kjr,koor1239,Koorete,5.8333333333,37.8333333333,Africa,North Omotic,Afro-Asiatic,False,False
ssa,west2465,Sisaala,10.8333333333,-2.6666666667,Africa,Gur,Niger-Congo,False,False
lch,lach1248,Lachi,22.6666666667,104.833333333,Eurasia,Kadai,Tai-Kadai,False,False
ton,tonk1249,Tonkawa,30.25,-96.75,North America,Tonkawa,Tonkawa,False,False
skw,shek1243,Shekhawati,28,75.5,Eurasia,Indic,Indo-European,False,False
srd,camp1261,Sardinian,40,9,Eurasia,Romance,Indo-European,False,False
koh,kohu1244,Kohumono,6,8.1166666667,Africa,Cross River,Niger-Congo,False,False
wbn,wamb1259,Wambon,-5.5,140.416666667,Papunesia,Awju-Dumut,Trans-New Guinea,False,False
bgs,baga1272,Baga Sitemu,10.5,-14.5,Africa,Mel,Niger-Congo,False,False
diy,dier1241,Diyari,-28,139,Australia,Central Pama-Nyungan,Pama-Nyungan,False,False
vai,vaii1241,Vai,6.9166666667,-11.25,Africa,Western Mande,Mande,False,False
seb,kups1238,Sebei,1.3333333333,34.5833333333,Africa,Nilotic,Eastern Sudanic,False,False
mku,mara1386,Maranungku,-13.6666666667,130,Australia,Wagaydy,Western Daly,False,True
rov,rovi1238,Roviana,-8.25,157.333333333,Papunesia,Oceanic,Austronesian,False,False
nez,nezp1238,Nez Perce,46,-116,North America,Sahaptian,Penutian,False,True
gog,gogo1265,Gogodala,-8.0833333333,142.833333333,Papunesia,Gogodala,Gogodala-Suki,False,False
dad,dadi1250,Dadibi,-6.55,144.583333333,Papunesia,Teberan,Teberan-Pawaian,False,False
ful,fuln1247,Fulniô,-8,-37.5,South America,Yatê,Yatê,False,False
hoa,hoav1238,Hoava,-8.0833333333,157.5,Papunesia,Oceanic,Austronesian,False,False
khs,khas1269,Khasi,25.5,92,Eurasia,Khasian,Austro-Asiatic,False,True
kfy,kirg1245,Kirghiz (Fu-Yu),47.75,124.416666667,Eurasia,Turkic,Altaic,False,False
kgz,kirg1245,Kirghiz,42,75,Eurasia,Turkic,Altaic,False,False
ckh,chek1238,Cheke Holo,-8.3333333333,159.666666667,Papunesia,Oceanic,Austronesian,False,False
kie,kire1240,Kire,-4.25,144.75,Papunesia,Mikarew,Lower Sepik-Ramu,False,False
ccp,coco1261,Cocopa,32.3333333333,-115,North America,Yuman,Hokan,False,False
nju,nyun1247,Nyungar,-33.75,122,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
awd,awad1243,Awadhi,27.5,81.5,Eurasia,Indic,Indo-European,False,False
kef,kafa1242,Kefa,7.25,36.25,Africa,South Omotic,Afro-Asiatic,False,False
kow,winy1241,Ko (Winye),11.8666666667,-2.9166666667,Africa,Gur,Niger-Congo,False,False
omh,omah1247,Omaha,42,-97.25,North America,Core Siouan,Siouan,False,False
mto,kuma1274,Malto,25,87.3333333333,Eurasia,Northern Dravidian,Dravidian,False,False
tob,toba1269,Toba,-26.5,-59,South America,South Guaicuruan,Guaicuruan,False,False
shr,shor1247,Shor,53,88,Eurasia,Turkic,Altaic,False,False
krz,kryt1240,Kryz,41.0833333333,48,Eurasia,Lezgic,Nakh-Daghestanian,False,False
bol,boli1255,Bolia,-1.25,18.3333333333,Africa,Bantoid,Niger-Congo,False,False
nto,ntom1248,Ntomba,-2,18.3333333333,Africa,Bantoid,Niger-Congo,False,False
jaq,jaqa1244,Jaqaru,-13,-76,South America,Aymaran,Aymaran,False,False
shn,shon1251,Shona,-18,31,Africa,Bantoid,Niger-Congo,False,False
oro,orok1269,Orokaiva,-8.8333333333,148.25,Papunesia,Binanderean,Trans-New Guinea,False,False
abn,arab1267,Arabana,-28.25,136.25,Australia,Central Pama-Nyungan,Pama-Nyungan,False,False
kas,kash1277,Kashmiri,34,76,Eurasia,Indic,Indo-European,False,False
lok,loko1255,Loko,9.3333333333,-12.0833333333,Africa,Western Mande,Mande,False,False
mug,barg1252,Bargam,-4.8833333333,145.75,Papunesia,Madang,Trans-New Guinea,False,False
dhu,dhur1239,Dhurga,-35.6666666667,150,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
edo,edol1239,Edolo,-6.1666666667,142.666666667,Papunesia,Bosavi,Bosavi,False,False
tll,taul1251,Taulil,-4.4166666667,152.083333333,Papunesia,Taulil,Baining-Taulil,False,False
koe,kweg1241,Koegu,7,36.0833333333,Africa,Surmic,Eastern Sudanic,False,False
rik,rikb1245,Rikbaktsa,-11.8333333333,-57.5,South America,Rikbaktsa,Macro-Ge,False,False
jab,yabe1254,Jabêm,-6.5833333333,147.783333333,Papunesia,Oceanic,Austronesian,False,False
pop,mezo1235,Popoloca (Metzontla),18.1666666667,-97.5,North America,Popolocan,Oto-Manguean,False,False
psj,sanj1285,Popoloca (San Juan Atzingo),18.1666666667,-96.4166666667,North America,Popolocan,Oto-Manguean,False,False
psv,coyo1236,Popoloca (San Vicente Coyotepec),18.25,-97.8333333333,North America,Popolocan,Oto-Manguean,False,False
bnb,buna1275,Bunuba,-17.75,125.75,Australia,Bunuban,Bunuban,False,True
lgu,long1395,Longgu,-9.75,160.666666667,Papunesia,Oceanic,Austronesian,False,False
ath,athp1241,Athpare,27,87.3333333333,Eurasia,Mahakiranti,Sino-Tibetan,False,False
kwe,west2635,Kanjobal (Western),15.8333333333,-91.8333333333,North America,Mayan,Mayan,False,False
kea,qanj1241,Kanjobal (Eastern),15.3333333333,-91.6666666667,North America,Mayan,Mayan,False,False
tso,tsou1248,Tsou,23.5,120.75,Papunesia,Tsou,Austronesian,False,False
grw,kala1399,Greenlandic (West),64,-51,Eurasia,Eskimo,Eskimo-Aleut,True,True
gre,kala1399,Greenlandic (East),65,-40,Eurasia,Eskimo,Eskimo-Aleut,False,False
gso,kala1399,Greenlandic (South),60,-44,Eurasia,Eskimo,Eskimo-Aleut,False,False
smj,sema1266,Semai,4.3333333333,101.666666667,Eurasia,Aslian,Austro-Asiatic,False,False
ylm,yelm1242,Yelmek,-7.6666666667,139.166666667,Papunesia,Bulaka River,Bulaka River,False,False
alk,arop1243,Arop-Lokep,-5.3833333333,147.05,Papunesia,Oceanic,Austronesian,False,False
pms,paam1238,Paamese,-16.5,168.25,Papunesia,Oceanic,Austronesian,False,True
buy,buli1254,Buli (in Ghana),10.5,-1.25,Africa,Gur,Niger-Congo,False,False
bui,buli1255,Buli (in Indonesia),1,128.5,Papunesia,South Halmahera - West New Guinea,Austronesian,False,False
gue,guer1240,Guere,6.6666666667,-7.75,Africa,Kru,Niger-Congo,False,False
mkd,mako1251,Makonde,-11,40,Africa,Bantoid,Niger-Congo,False,False
tig,tigr1271,Tigrinya,14.5,38.5,Africa,Semitic,Afro-Asiatic,False,False
eja,ejag1239,Ejagham,5.4166666667,8.6666666667,Africa,Bantoid,Niger-Congo,False,False
sre,koho1244,Sre,11.5,108,Eurasia,Bahnaric,Austro-Asiatic,False,False
plb,pola1255,Polabian,51,12.8333333333,Eurasia,Slavic,Indo-European,False,False
yzv,komi1268,Yazva,65,55,Eurasia,Permic,Uralic,False,False
kzy,komi1268,Komi-Zyrian,65,55,Eurasia,Permic,Uralic,False,False
noc,noct1238,Nocte,27,95.5,Eurasia,Northern Naga,Sino-Tibetan,False,False
wrm,ware1253,Warembori,-1.6666666667,137.583333333,Papunesia,South Halmahera - West New Guinea,Austronesian,False,False
blx,bilo1248,Biloxi,30.5,-88.6666666667,North America,Core Siouan,Siouan,False,False
mof,mofu1248,Mofu-Gudur,10.5,14,Africa,Biu-Mandara,Afro-Asiatic,False,False
adz,adze1240,Adzera,-6.25,146.25,Papunesia,Oceanic,Austronesian,False,False
bac,wadj1254,Bachamal,-13.1666666667,130.166666667,Australia,Anson Bay,Anson Bay,False,False
trc,chic1273,Trique (Chicahuaxtla),17.1666666667,-97.8333333333,North America,Mixtecan,Oto-Manguean,False,False
tri,copa1237,Trique (Copala),17.1666666667,-97.9166666667,North America,Mixtecan,Oto-Manguean,False,False
ski,kild1236,Saami (Kildin),67,37,Eurasia,Saami,Uralic,False,False
krn,kora1292,Korana,-29.5,20.5,Africa,Khoe-Kwadi,Khoe-Kwadi,False,False
chh,seba1251,Chaha,8.112935,37.93267,Africa,Semitic,Afro-Asiatic,False,False
spc,stan1288,Spanish (Canary Islands),28,-15.5833333333,Eurasia,Romance,Indo-European,False,False
ast,astu1245,Asturian,43.25,-6,Eurasia,Romance,Indo-European,False,False
spa,stan1288,Spanish,40,-4,Eurasia,Romance,Indo-European,True,True
gag,gaga1249,Gagauz,46.3333333333,28.6666666667,Eurasia,Turkic,Altaic,False,False
kar,kara1482,Kara (in Central African Republic),10,23,Africa,Bongo-Bagirmi,Central Sudanic,False,False
kra,kara1486,Kara (in Papua New Guinea),-2.8333333333,151.116666667,Papunesia,Oceanic,Austronesian,False,False
shy,east2337,Shira Yughur,38,99,Eurasia,Mongolic,Altaic,False,False
kmn,kuma1280,Kuman,-5.9166666667,145,Papunesia,Chimbu,Trans-New Guinea,False,False
gln,goli1247,Golin,-6.3333333333,144.75,Papunesia,Chimbu,Trans-New Guinea,False,False
tba,sina1271,Tabare,-6.0833333333,145,Papunesia,Chimbu,Trans-New Guinea,False,False
zan,zand1248,Zande,4,26,Africa,Ubangi,Niger-Congo,False,False
bud,budu1265,Buduma,13.5,14.5,Africa,Biu-Mandara,Afro-Asiatic,False,False
shw,shaw1249,Shawnee,40,-83,North America,Algonquian,Algic,False,False
kir,cerm1238,Kirma,10.25,-4.8333333333,Africa,Gur,Niger-Congo,False,False
itw,itaw1240,Itawis,17.75,121.5,Papunesia,Northern Luzon,Austronesian,False,False
wwy,wara1300,Waray-Waray,12,125,Papunesia,Greater Central Philippine,Austronesian,False,False
mai,mait1250,Maithili,26,86,Eurasia,Indic,Indo-European,False,False
dym,djim1235,Dyimini,8.4166666667,-4.4166666667,Africa,Gur,Niger-Congo,False,False
gae,scot1245,Gaelic (Scots),57,-4,Eurasia,Celtic,Indo-European,False,False
sab,saba1265,Sa'ban,3.6666666667,115.666666667,Papunesia,North Borneo,Austronesian,False,False
bik,biak1248,Biak,-1,136,Papunesia,South Halmahera - West New Guinea,Austronesian,False,False
tua,tuam1242,Tuamotuan,-17,-144,Papunesia,Oceanic,Austronesian,False,False
msc,chib1270,Muisca,5,-74,South America,Chibcha-Duit,Chibchan,False,False
tem,temm1241,Tem,8.6666666667,0.5,Africa,Gur,Niger-Congo,False,False
hnd,hund1239,Hunde,-1.1666666667,28.8333333333,Africa,Bantoid,Niger-Congo,False,False
wrg,warr1255,Warrgamay,-18.5833333333,146.083333333,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
kur,kuru1302,Kurukh,22.8333333333,85.5,Eurasia,Northern Dravidian,Dravidian,False,False
hui,huic1243,Huichol,22,-104,North America,Corachol,Uto-Aztecan,False,False
pur,pure1242,Purépecha,19.5,-101.666666667,North America,Tarascan,Tarascan,False,False
zaz,diml1238,Zazaki,39,41,Eurasia,Iranian,Indo-European,False,False
msl,nucl1440,Masalit,13.3333333333,22,Africa,Maban,Maban,False,False
pac,paco1243,Pacoh,16.4166666667,107.083333333,Eurasia,Katuic,Austro-Asiatic,False,False
mpr,maip1246,Maipure,5.5,-67.5,South America,Alto-Orinoco,Arawakan,False,False
boz,tiey1235,Bozo (Tigemaxo),15,-4,Africa,Western Mande,Mande,False,False
nbo,nyam1277,Nyambo,-1,31.3333333333,Africa,Bantoid,Niger-Congo,False,False
ame,amel1241,Amele,-5.25,145.583333333,Papunesia,Madang,Trans-New Guinea,True,True
cax,asha1243,Campa (Axininca),-12,-74,South America,Pre-Andine Arawakan,Arawakan,False,False
yrt,yuru1263,Yuruti,1,-70.4166666667,South America,Tucanoan,Tucanoan,False,False
djr,jaru1254,Djaru,-18.75,128,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
mlm,mlab1235,Mlabri (Minor),18.5,101,Eurasia,Palaung-Khmuic,Austro-Asiatic,False,False
trb,teri1250,Teribe,9.3333333333,-82.6666666667,North America,Talamanca,Chibchan,False,False
drm,darm1243,Darma,30,79.75,Eurasia,Bodic,Sino-Tibetan,False,False
war,wari1268,Wari',-11.3333333333,-65,South America,Chapacura-Wanham,Chapacura-Wanham,True,True
ene,enet1250,Enets,67.5,86.5,Eurasia,Samoyedic,Uralic,False,False
cac,cacu1241,Cacua,1.0833333333,-70,South America,Cacua-Nukak,Cacua-Nukak,False,False
kos,kosr1238,Kosraean,5.3,163,Papunesia,Oceanic,Austronesian,False,False
kta,koit1244,Koita,-9.3333333333,147.083333333,Papunesia,Koiarian,Trans-New Guinea,False,False
nai,nana1257,Nanai,49.5,137,Eurasia,Tungusic,Altaic,False,False
iqu,iqui1243,Iquito,-3.25,-74,South America,Zaparoan,Zaparoan,False,False
gdb,bodo1267,Gutob,19,83.6666666667,Eurasia,Munda,Austro-Asiatic,False,False
tgb,tagb1258,Tagbanwa (Aborlan),9.5,118.5,Papunesia,Greater Central Philippine,Austronesian,False,False
tpi,tokp1240,Tok Pisin,-9.5,147.166666667,Papunesia,Creoles and Pidgins,other,False,False
mrh,mari1424,Marrithiyel,-13.8333333333,130,Australia,Bringen,Western Daly,False,False
mgi,mail1248,Magi,-10.3333333333,149.333333333,Papunesia,Mailuan,Trans-New Guinea,False,False
gpz,swis1247,German (Appenzell),47.3333333333,9.3333333333,Eurasia,Germanic,Indo-European,False,False
gba,bava1246,German (Bavarian),49,11.5,Eurasia,Germanic,Indo-European,False,False
gbl,stan1295,German (Berlin),52.5,13.3333333333,Eurasia,Germanic,Indo-European,False,False
gbe,swis1247,German (Bern),47,7.4166666667,Eurasia,Germanic,Indo-European,False,False
gha,stan1295,German (Hannover),52.4166666667,9.6666666667,Eurasia,Germanic,Indo-European,False,False
gma,stan1295,German (Mansfeldisch),51.5833333333,11.5,Eurasia,Germanic,Indo-European,False,False
gos,swis1247,German (Ostschweiz),47.4166666667,9.25,Eurasia,Germanic,Indo-European,False,False
grp,kols1241,German (Ripuarian),51,7,Eurasia,Germanic,Indo-European,False,False
gth,stan1295,German (Thuringian),51,11,Eurasia,Germanic,Indo-European,False,False
gti,stan1295,German (Timisoara),45.75,21.25,Eurasia,Germanic,Indo-European,False,False
gau,bava1246,German (Upper Austrian),47,14,Eurasia,Germanic,Indo-European,False,False
gwe,west2356,German (Westphalian),52,7.5,Eurasia,Germanic,Indo-European,False,False
gzu,swis1247,German (Zurich),47.4166666667,8.5,Eurasia,Germanic,Indo-European,False,False
gvi,bava1246,German (Viennese),48.1666666667,16.3333333333,Eurasia,Germanic,Indo-European,False,False
gtg,swis1247,German (Thurgau),47.5833333333,9.1666666667,Eurasia,Germanic,Indo-European,False,False
ger,stan1295,German,52,10,Eurasia,Germanic,Indo-European,True,True
mee,meen1242,Me'en,5,37,Africa,Surmic,Eastern Sudanic,False,False
cvc,chav1241,Chavacano,7,122.083333333,Papunesia,Creoles and Pidgins,other,False,False
pui,puin1248,Puinave,4,-68,South America,Puinave,Puinave,False,False
bnl,bang1339,Banggarla,-32,137,Australia,Central Pama-Nyungan,Pama-Nyungan,False,False
leb,ngel1238,Lebeo,1.75,25,Africa,Bantoid,Niger-Congo,False,False
tun,tuni1252,Tunica,32.6666666667,-91,North America,Tunica,Tunica,False,True
sgu,sang1333,Sangu,-1.5,11.8333333333,Africa,Bantoid,Niger-Congo,False,False
ktn,kete1254,Ketengban,-4.5,140.5,Papunesia,Mek,Trans-New Guinea,False,False
mpy,mapo1246,Mapoyo,6,-67,South America,Cariban,Cariban,False,False
knq,krio1252,Kriol (Ngukurr),-14.8333333333,135,Australia,Creoles and Pidgins,other,False,False
sml,seme1247,Semelai,3,103,Eurasia,Aslian,Austro-Asiatic,False,True
abo,arbo1245,Arbore,5,36.75,Africa,Lowland East Cushitic,Afro-Asiatic,False,False
nyi,amas1236,Nyimang,12.1666666667,29.3333333333,Africa,Nyimang,Eastern Sudanic,False,False
nag,yale1246,Nagatman,-3.75,141.5,Papunesia,Yale,Yale,False,False
guh,guhu1244,Guhu-Samane,-8,147.333333333,Papunesia,Binanderean,Trans-New Guinea,False,False
deu,deor1238,Deuri,26,90.25,Eurasia,Bodo-Garo,Sino-Tibetan,False,False
per,pero1241,Pero,9.5833333333,11,Africa,West Chadic,Afro-Asiatic,False,False
gno,guan1269,Guanano,0.8333333333,-69.5,South America,Tucanoan,Tucanoan,False,False
chb,cham1313,Chambri,-4.1666666667,143.083333333,Papunesia,Lower Sepik,Lower Sepik-Ramu,False,False
bos,bosn1245,Bosnian,43,18,Eurasia,Slavic,Indo-European,False,False
scr,sout1528,Serbian-Croatian,44,19,Eurasia,Slavic,Indo-European,False,False
mul,mula1253,Mulao,25,108,Eurasia,Kam-Tai,Tai-Kadai,False,False
kky,kank1243,Kankanay,16.75,120.583333333,Papunesia,Northern Luzon,Austronesian,False,False
grg,gura1252,Gurr-goni,-12.25,134.416666667,Australia,Burarran,Mangrida,False,False
mla,came1252,Mambila,6.75,11.5,Africa,Bantoid,Niger-Congo,False,False
mbo,nucl1458,Monumbo,-4.25,145,Papunesia,Monumbo,Monumbo,False,False
chu,niva1238,Nivacle,-23.5,-60.5,South America,Matacoan,Matacoan,False,False
cum,chum1261,Chumburung,7.75,0.25,Africa,Kwa,Niger-Congo,False,False
myn,maan1238,Ma'anyan,-2,115,Papunesia,Barito,Austronesian,False,False
nym,nyam1276,Nyamwezi,-5,33,Africa,Bantoid,Niger-Congo,False,False
bis,biss1248,Bisa,11.5,-0.5,Africa,Eastern Mande,Mande,False,False
kna,kari1311,Karitiâna,-9.5,-64,South America,Arikem,Tupian,False,False
tim,timu1262,Timugon,5,116,Papunesia,North Borneo,Austronesian,False,False
kyr,kark1258,Karkar-Yuri,-3.75,141.083333333,Papunesia,Karkar-Yuri,Karkar-Yuri,False,False
brc,boru1252,Boruca,8.8333333333,-83.25,North America,Talamanca,Chibchan,False,False
snd,ceba1235,Senadi,9.5,-6.25,Africa,Gur,Niger-Congo,False,False
liv,livv1244,Liv,56.8333333333,24,Eurasia,Finnic,Uralic,False,False
ptw,patw1250,Patwin,39,-122.333333333,North America,Wintuan,Penutian,False,False
cak,kaqc1270,Cakchiquel,14.5,-91,North America,Mayan,Mayan,False,False
nim,nucl1633,Nimboran,-2.5,140.166666667,Papunesia,Nimboran,Nimboran,False,False
krj,kara1476,Karadjeri,-19,122,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
wlw,warl1256,Warluwara,-22,138.5,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
aba,abau1245,Abau,-4,141.25,Papunesia,Upper Sepik,Sepik,False,False
bau,bauu1244,Bau,-5.25,145.616666667,Papunesia,Madang,Trans-New Guinea,False,False
sen,nucl1396,Sena,-18,35.25,Africa,Bantoid,Niger-Congo,False,False
bad,bade1248,Bade,12.8333333333,10.5,Africa,West Chadic,Afro-Asiatic,False,False
chs,siyi1240,Chin (Siyin),23.8333333333,94,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
mlc,mala1533,Malacca Creole,2.2,102.25,Eurasia,Creoles and Pidgins,other,False,False
rnn,renn1242,Rennellese,-11.6166666667,160.25,Papunesia,Oceanic,Austronesian,False,False
lav,lavu1241,Lavukaleve,-9.0833333333,159.2,Papunesia,Lavukaleve,Solomons East Papuan,True,True
mii,tama1331,Miisiirii,13.5,22,Africa,Taman,Eastern Sudanic,False,False
tma,tama1331,Tama,14.5,22,Africa,Taman,Eastern Sudanic,False,False
hcr,hait1244,Haitian Creole,19,-72.5,North America,Creoles and Pidgins,other,False,False
mce,beli1260,Mískito Coast English Creole,16.25,-88.8333333333,North America,Creoles and Pidgins,other,False,False
bou,taga1278,Berber (Wargla),31.9166666667,5.3333333333,Africa,Berber,Afro-Asiatic,False,False
ace,achi1257,Acehnese,5.5,95.5,Eurasia,Malayo-Sumbawan,Austronesian,False,False
ifm,teke1274,Ifumu,-3.6666666667,15.3333333333,Africa,Bantoid,Niger-Congo,False,False
akn,akan1250,Akan,6.5,-1.25,Africa,Kwa,Niger-Congo,False,False
kit,kits1249,Kitsai,31.8333333333,-96.5,North America,Caddoan,Caddoan,False,False
wah,wahg1249,Wahgi,-5.8333333333,144.716666667,Papunesia,Chimbu,Trans-New Guinea,False,False
sto,ston1242,Stoney,53.75,-116.5,North America,Core Siouan,Siouan,False,False
dak,dako1258,Dakota,45,-93.5,North America,Core Siouan,Siouan,False,False
wem,west2443,Wembawemba,-35.3333333333,144,None,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
hmo,hmon1264,Hmong Njua,28,105,Eurasia,Hmong-Mien,Hmong-Mien,True,True
hmd,hmon1333,Hmong Daw,26,105,Eurasia,Hmong-Mien,Hmong-Mien,False,False
gel,gela1263,Gela,-9.0833333333,160.25,Papunesia,Oceanic,Austronesian,False,False
mll,mola1238,Molala,44.5,-122.5,North America,Molala,Penutian,False,False
